Date,AAPL,XOM,GOOG,WMT,MSFT,GE,IBM,CVX,BRK-B,T,PG,JNJ,PFE,WFC,KO,JPM,ORCL,MRK,VZ,AMZN,INTC,PEP,ABT,QCOM,CSCO,BAC,SLB,C,CMCSA,DIS,MCD,HD,UTX,OXY,COP,UPS,MO,AMGN,AXP,USB
2010-06-10,250.51,61.89,487.01,51.22,25,15.68,127.68,74.17,74.1,25.44,61.91,58.5,14.91,28.13,23.89,38.29,22.21,34.65,28.34,123.21,20.55,63.84,20.47,35.03,22.77,15.46,59.17,38.89,16.96,34.11,69.37,32.72,65.49,83.49,35.62,60.84,16.9,54.01,40.03,23.68
2010-06-11,253.51,61.86,488.5,50.86,25.66,15.56,128.45,74.06,74.41,25.29,61.01,58.46,15.46,27.84,23.73,38.09,22.69,34.86,28.56,123.03,20.64,63.56,20.47,35.36,22.91,15.6,59.48,38.69,17.08,34.24,69.54,32.22,66.23,85.01,35.71,61.2,16.99,54.1,40.13,23.31
2010-06-14,254.28,61.37,483.19,51.24,25.5,15.39,128.5,74.18,74.92,25.17,61.25,58.42,15.33,27.4,23.66,37.33,22.69,35.02,28.63,123.83,20.89,63.85,20.53,34.79,22.76,15.41,58.66,38.69,17.04,33.93,69.3,32.06,66.9,84.71,35.24,61.08,16.56,54.07,39.89,22.82
2010-06-15,259.69,62.51,497.99,51.64,26.58,15.79,129.79,75.23,77.25,25.54,61.91,59.14,15.52,27.91,23.97,38.25,23.2,36.02,29.11,126.84,21.48,64.24,20.9,35.58,23.33,15.8,60.87,39.79,17.51,34.99,70.4,32.26,68.6,86.74,36.24,62.66,16.85,55.12,41.59,23.2
2010-06-16,267.25,62.51,501.27,50.98,26.32,15.85,130.35,74.95,77.51,25.52,61.19,59.24,15.48,28.12,24.07,38.52,23.18,36.01,29.18,126.9,21.49,63.91,21.16,35.08,23.29,15.87,60.81,39.79,17.26,34.79,70.29,32.14,68.59,87.08,36.35,62.41,16.78,55.22,42.34,23.12
2010-06-17,271.87,62.6,500.08,51.41,26.37,15.91,130.98,75.32,79.23,25.57,61.76,59.18,15.47,27.93,24.05,38.44,23.07,35.86,29.09,125.89,21.52,64.49,21.09,35.71,23.17,15.82,61.36,39.49,17.44,35.07,70.05,31.91,68.56,86.62,36.83,62.2,16.91,55.44,42.06,23.06
2010-06-18,274.07,63.1,500.03,51.55,26.44,15.95,130.15,75.52,79.93,25.43,61.3,59.18,15.21,28.07,24.03,39.18,23.2,35.67,29.13,125.83,21.4,64.08,21.16,35.69,23.49,15.82,60.53,39.99,17.38,35.15,69.88,31.94,69.18,86.98,37.38,62.5,16.94,55.2,42.03,23.57
2010-06-21,270.17,63.13,488.56,51.02,25.95,16.1,130.65,75.72,79.81,25.44,61.1,59.13,15.1,27.94,24.11,38.87,23.09,35.12,29.06,122.55,21.19,64.02,20.95,35.64,23.34,15.79,60.33,40.09,17.23,35.06,69.92,31.43,69.37,85.8,37.24,62.17,16.97,56.52,42.6,23.67
2010-06-22,273.85,61.94,486.25,50.68,25.77,15.79,129.3,74,79.53,25.36,60.72,59.16,14.97,27.46,24.1,38.33,22.89,35.13,29.06,122.31,20.98,63.3,20.82,35.57,22.97,15.58,58.26,39.29,17.12,34.35,68.64,30.61,67.99,83.66,36.35,60.4,16.8,56.12,41.94,23.55
2010-06-23,270.97,61.1,482.05,50.81,25.31,15.39,130.11,72.26,79.14,25.44,61.38,59.24,14.88,27.32,24,38.89,22.68,35.42,29.33,121.45,20.81,62.73,20.63,35.42,22.86,15.43,58.33,38.79,17.07,34.34,68.63,30.5,67.99,83.81,35.71,60.38,16.73,56.2,42.17,23.13
2010-06-24,269,60.07,475.1,50.03,25,15.08,128.19,70.83,78.86,25.05,60.87,59.6,14.46,26.86,23.8,38.03,22.22,35.61,28.96,118.33,20.32,62.4,20.59,34.79,22.57,15.02,57.14,37.7,16.73,33.6,67.73,29.67,67.35,81.46,35.05,60.09,16.6,56.15,41.06,22.61
2010-06-25,266.7,59.1,472.68,48.8,24.53,14.91,127.12,70.06,81.9,24.79,59.79,58.7,14.64,27.05,23.09,39.44,22.66,35.93,28.55,121,20.03,60.77,20.47,34.57,22.18,15.42,58.22,39.29,16.59,33.48,67.42,30.2,67.86,81.73,34.65,60.35,16.67,56.26,42.67,23.36
2010-06-28,268.3,58.47,472.08,49.57,24.31,15,128.98,69.96,81.02,24.95,60.62,59.45,14.54,27.03,23.47,38.54,22.45,35.94,28.71,117.8,20.36,61.96,20.47,34.04,22.42,15.24,57.34,39.89,17,33.22,67.33,29.59,67.11,80.91,34.17,59.63,17.21,55.41,42.11,23.11
2010-06-29,256.17,57.29,454.26,48.9,23.31,14.48,125.09,68.36,80.03,24.46,60.32,59.24,14.28,25.93,23.12,37.06,21.75,35.43,28.62,108.61,19.79,61.23,20.24,33.14,21.62,14.57,55.08,37.2,16.6,32.3,66.46,28.63,64.97,78.52,33.26,57.54,16.89,54.12,40.09,22.62
2010-06-30,251.53,57.07,444.95,48.07,23.01,14.42,123.48,67.86,79.69,24.19,59.98,59.06,14.26,25.6,23.02,36.61,21.46,34.97,28.02,109.26,19.45,60.95,20.29,32.84,21.31,14.37,55.34,37.5,16.31,31.5,65.87,28.07,64.91,77.15,32.76,56.89,16.96,52.6,39.7,22.35
2010-07-01,248.48,56.61,439.49,48.34,23.16,14.12,122.57,67.48,78.81,24.34,59.54,59.07,14.23,25.18,22.98,36.08,21.55,34.44,28.13,110.96,19.25,61.52,20.15,31.96,21.26,14.02,55.26,37.7,16.65,31.49,66.71,27.92,64.39,76.75,32.62,58,17.13,52.02,39.48,22.33
2010-07-02,246.94,56.57,436.55,48,23.27,13.88,121.86,67.31,77.24,24.29,59.38,59.08,14.14,24.88,22.99,35.83,21.83,34.22,26.81,109.14,19.2,61.53,20.15,32.37,21.13,13.84,54.96,37.8,16.48,31.38,66.14,27.76,64.29,76.37,32.58,56.76,17.19,51.7,39.42,21.88
2010-07-06,248.63,57.46,436.07,48.57,23.82,13.97,123.46,67.56,77.57,24.41,59.34,59.08,14.29,25.15,23.17,36.33,22.32,34.65,26.61,110.06,19.48,61.64,20.25,32.65,21.34,14.06,55.54,37.8,16.8,31.72,66.11,27.34,64.59,77,32.84,57.2,17.38,51.3,39.21,22.04
2010-07-07,258.67,58.43,450.2,48.92,24.3,14.62,127,69.45,79.92,24.33,60.82,60.61,14.62,26.66,23.64,38.15,23.09,35.43,26.52,113.43,20.14,62.93,20.7,33.38,22.48,14.71,57.54,38.89,16.84,33.14,67.31,28.01,66.55,79.58,34.15,59.47,17.68,51.4,41.15,22.93
2010-07-08,258.09,58.81,456.56,49.18,24.41,14.83,127.97,70.41,79.41,24.57,61.95,61.38,14.82,26.64,24.08,38.16,23.22,35.86,26.78,116.22,20.1,64,20.86,33.93,22.55,14.86,58.54,39.59,16.84,33.34,69.02,28.15,67.23,80.91,34.41,59.96,18.04,52.23,42.12,23.24
2010-07-09,259.62,58.78,467.49,49.43,24.27,14.95,127.96,71.84,79.75,24.83,61.75,60.54,14.77,27,24.07,38.85,23.37,36.3,26.65,117.26,20.24,63.5,20.83,33.91,22.7,15.11,58.56,40.29,17.05,33.75,69.22,28.26,67.51,81.11,34.91,60.06,18.02,52.56,42.58,23.91
2010-07-12,257.29,58.94,475.83,50.12,24.83,14.93,128.67,71.85,79.47,24.84,62.09,60.21,14.93,27.06,24.09,39.19,23.38,36.09,26.49,119.51,20.57,63.74,20.74,35.1,22.86,15.21,58.25,40.99,17.47,33.77,69.94,28.31,66.68,80.91,34.77,60.02,18.02,52.44,42.83,23.77
2010-07-13,251.8,59.42,489.2,50.54,25.13,15.21,130.48,73.23,79.86,24.95,62.39,60.5,14.79,27.94,24.22,40.48,23.71,36.45,26.89,123.65,21.01,63.43,20.87,35.95,23.09,15.67,58.62,42.88,17.95,34.45,70.84,28.64,67.76,82.3,35.52,61.3,18.06,52.76,44.17,24.43
2010-07-14,252.73,59.26,491.34,50.35,25.44,15.2,130.72,73.05,79.35,24.96,62.66,60.62,14.84,27.66,24.26,40.35,23.94,36.2,26.84,123.3,21.36,63.56,20.95,36.9,23.74,15.67,58.89,41.98,17.91,34.24,70.9,28.28,68.01,82.07,35.24,61.76,18.07,52.62,43.7,24.14
2010-07-15,251.45,59.27,494.02,50.41,25.51,15.25,130.72,73.04,79.71,25,62.73,60.26,14.87,27.81,24.28,40.46,23.83,36.49,26.8,122.06,21.51,63.16,21.02,36.88,23.92,15.39,58.67,41.49,18.22,34.05,71.33,28.34,68.15,82.1,35.28,61.34,18.16,52.92,43.43,24.4
2010-07-16,249.9,57.96,459.61,49.67,24.89,14.55,128.03,71.5,77.1,24.69,61.99,59.44,14.56,26.24,24.06,39,23.27,35.91,26.69,118.49,21.02,62.45,20.61,35.96,22.75,13.98,56.68,38.89,17.5,33.03,69.94,27.11,66.03,79.38,34.61,59.68,17.99,52.17,41.38,23.04
2010-07-19,245.58,58.43,466.18,49.52,25.23,14.62,129.79,72,77.31,24.88,61.86,59.57,14.73,26.02,24.01,39.04,23.59,35.8,26.72,119.94,21.59,62.05,20.76,36.77,22.73,13.61,59.15,39.69,17.94,33.31,69.91,27.07,66.39,79.52,34.6,60.46,18.09,53.6,41.58,22.99
2010-07-20,251.89,58.95,481.59,50.88,25.48,14.94,126.55,73.1,78.24,24.79,62.07,58.58,14.55,25.91,24.46,39.63,23.92,35.66,26.67,120.1,21.65,64.73,20.78,36.75,23.05,13.77,61.04,39.79,17.8,33.4,70.87,27.93,67.54,80.95,35.15,60.88,18.21,53.2,42.06,23.15
2010-07-21,254.24,58.17,477.5,50.35,25.12,14.84,125.27,72.17,76.63,24.92,61.11,57.12,14.5,26.06,24.84,38.42,23.56,35.19,26.52,117.43,21.26,63.95,21.31,36.16,22.56,13.36,59.59,39.29,17.32,32.81,70.11,27.47,67.03,80.05,34.79,60.01,18.12,52.25,41.15,23.07
2010-07-22,259.02,59.38,484.81,50.86,25.84,15.21,127.47,73.44,78.35,25.51,61.37,57.02,14.81,27.39,24.93,39.35,24.31,35.18,27,120.07,21.78,64.21,21.46,39.11,23.27,13.66,61.3,40.79,17.76,33.59,71.4,28.22,69.53,82.12,35.55,63.15,18.49,53.31,43.19,23.66
2010-07-23,259.94,59.72,490.06,51.67,25.81,15.71,128.38,73.52,78.71,25.54,61.91,57.63,14.58,27.42,25.15,39.83,24.5,34.87,28.02,118.87,21.69,64.45,21.42,39.08,23.35,13.74,59.35,40.09,18.23,34.13,69.9,28.25,70.9,82.14,35.9,63.67,18.72,52.75,44.79,23.7
2010-07-26,259.28,60.39,488.97,51.13,26.1,16.14,128.41,74.62,78.72,25.96,62.52,57.74,15.02,27.91,25.24,40.33,24.64,35.27,28.28,118.4,21.71,64.98,21.56,39.24,23.61,14.15,58.85,41.39,18.38,34.4,70.87,28.99,71.59,82.92,36.33,64.88,18.61,53.67,45.43,24.12
2010-07-27,264.08,60.81,492.63,50.96,26.16,16.18,128.63,75.3,78.51,26.15,63.08,58.1,15.27,28.39,25.29,40.69,24.57,35.18,28.59,117.13,21.58,65.69,21.57,39.22,23.3,14.19,58.93,41.49,18.24,34.28,70.4,28.58,71.09,79.94,36.33,64.66,18.66,54.51,44.55,24.31
2010-07-28,260.96,60.91,484.35,51.13,25.95,16.05,128.43,75.56,77.82,26.2,62.7,57.83,15,28.07,25.21,40.32,24.28,34.74,28.91,117.13,21.33,65.2,21.55,38.76,23.39,13.99,59.73,40.79,18.46,34.04,69.77,28.08,71.11,78.88,36.33,64.8,18.67,53.76,44.58,23.97
2010-07-29,258.11,60.34,484.99,51.06,26.03,16.15,128.02,76.02,78.04,26.02,61.67,57.83,15.09,27.69,25.26,40.21,23.7,35.06,28.88,116.86,21.03,64.89,21.44,38.78,23.21,14.03,59.81,41.09,18.05,33.71,69.38,28.05,71.15,77.69,36.79,64.39,18.63,53.37,44.56,23.94
2010-07-30,257.25,59.68,484.85,51.19,25.81,16.12,128.4,76.21,78.12,25.94,61.16,58.09,15,27.73,25.32,40.28,23.64,34.46,29.06,117.89,20.6,64.91,21.49,38.08,23.07,14.04,59.66,40.89,18.38,33.69,69.73,28.51,71.1,77.93,37.23,65,18.75,54.53,44.64,23.9
2010-08-02,261.85,61.94,490.41,51.41,26.33,16.41,130.76,77.8,79.92,26.59,62.06,58.72,15.48,28.57,25.91,41.64,24.29,35.07,29.56,120.07,21.15,65.27,21.82,38.76,23.8,14.44,62.74,41.78,18.39,34.48,70.25,29.12,72.61,80.19,38.79,66.6,18.83,54.87,44.99,24.51
2010-08-03,261.93,62.72,489.83,51.29,26.16,16.4,130.37,78.66,79.83,26.69,59.94,59.35,16.34,28.12,25.9,41.08,24.21,34.82,29.54,122.42,20.87,65.77,21.89,38.46,23.82,14.34,62.86,41.19,18.13,34.21,70.45,28.45,72.03,78.67,38.81,66.6,18.72,54.71,44.6,24.22
2010-08-04,262.98,62.72,506.32,51.6,25.73,16.48,131.27,79.02,80.76,26.64,59.55,59.74,16.44,27.93,25.98,41.29,24.49,35.19,29.4,127.58,20.73,66.17,21.97,38.43,24.14,14.19,62.92,41.29,18.15,34.83,70.69,28.72,72.67,78.79,38.71,67.38,18.91,55.76,44.11,23.93
2010-08-05,261.7,62.71,508.1,51.62,25.37,16.52,131.83,79.07,80.83,26.74,59.86,59.76,16.19,27.88,25.9,41.27,24.29,35.07,29.55,127.83,20.67,65.58,21.88,38.5,24.17,14.02,63.26,40.89,17.88,34.98,70.45,28.71,73.2,77.6,38.9,67.42,18.9,55.32,43.22,23.68
2010-08-06,260.09,61.97,500.22,51.79,25.55,16.45,130.14,78.73,80.47,26.54,60.02,59.96,16.24,27.75,26.07,40.44,24.38,34.98,29.55,128.32,20.65,65.9,22.14,38.65,24.07,13.96,62.34,40.49,17.59,35,71.74,28.68,72.73,76.33,38.38,66.7,19.07,55.94,43.5,23.22
2010-08-09,261.75,62.45,505.35,52.06,25.61,16.38,132,79.29,80.7,26.86,60.38,60.05,16.42,28.23,26.24,39.82,24.26,35.36,29.86,128.83,20.65,66.42,22.28,39.75,24.77,13.91,62.75,40.69,17.68,35.16,72.92,28.7,73.35,76.95,38.64,67.42,19.11,55.66,43.75,23.64
2010-08-10,259.41,61.93,503.71,52.22,25.07,16.25,131.84,79.04,79.73,27.01,60.78,59.43,16.57,27.77,26.18,39.17,24.29,35.77,30.02,130,19.82,66.53,22.53,39.78,24.31,13.63,62.15,39.89,17.56,35.29,72.84,28.24,73.39,77.81,38.34,67.21,19.15,55.72,44.09,23.44
2010-08-11,250.19,60.39,491.74,51.02,24.86,15.7,129.83,77.13,77.5,26.55,60.27,58.5,16,26.3,25.74,37.77,23.66,34.89,29.56,125.89,19.43,65.45,22.06,39.36,23.73,13.19,60.06,38.39,17,34.22,71.57,27.71,71.27,76.34,37.43,65.21,18.99,53.69,42.96,22.48
2010-08-12,251.79,60.23,492.01,50.43,24.49,15.5,128.3,77.07,77.02,26.66,59.99,58.52,16.2,26,25.58,37.81,22.94,35.04,30.32,126.56,19.45,65.18,22.06,38.24,21.36,13.06,59.3,38.59,17.15,33.99,72.06,27.61,70.58,76.46,37.32,64.48,19,54.75,42.15,22.44
2010-08-13,249.1,59.91,486.35,50.4,24.4,15.38,127.87,77.4,76.78,26.72,59.82,58.15,16.08,25.84,25.6,37.5,22.66,35,30.03,124.69,19.15,65.56,21.92,37.95,21.36,13.23,58.76,38.69,16.87,33.68,71.89,27.31,70.7,75.39,37.1,64.44,18.91,55.02,41.73,22.22
2010-08-16,247.64,59.88,485.59,50.41,24.5,15.46,127.77,77.71,76.84,26.65,59.77,58.01,16.03,25.68,25.67,37.69,22.72,34.97,29.96,126.07,19.47,65.43,22.04,38.64,21.91,13.19,59.37,38.59,16.75,33.66,71.79,27.38,70.35,75.9,37.04,64.65,19.12,54.08,41.54,22.13
2010-08-17,251.97,60.82,490.52,51.02,24.71,15.58,128.45,77.77,77.53,26.97,60.29,59.22,16.27,25.34,25.78,37.48,23.05,35.54,30.17,128.86,19.53,65.55,22.19,39.14,22.05,13.21,60.31,38.39,16.76,33.76,73.22,28.31,70.51,76.83,37.67,66.02,19.39,53.96,41.74,22.31
2010-08-18,253.07,60.15,482.15,50.86,24.82,15.7,129.39,77.04,78.79,27.28,60.75,59.35,16.1,25.38,25.65,37.89,23.09,35.37,30.15,129.65,19.59,65.52,21.99,39.04,22.41,13.32,59.18,38.49,17.09,33.91,73.25,28.86,69.93,75.62,37.37,66.17,19.4,54.14,41.69,22.4
2010-08-19,249.88,59.29,467.97,50.06,24.44,15.25,128.9,75.84,77.54,26.97,60.19,58.72,16.03,24.43,25.39,37.07,23,34.71,29.62,127.57,18.9,64.66,21.59,38.11,22.22,13.02,57.82,37.8,16.84,33.19,72.97,28.22,68.51,75.39,36.89,65.42,19.26,52.72,40.96,21.72
2010-08-20,249.64,58.89,462.02,50.22,24.23,15.03,127.5,75.05,77.73,26.45,59.98,58.74,15.92,24.6,25.4,37.14,23.02,34.44,29.37,127.76,18.91,64.8,21.6,38.91,22.23,12.87,56.46,37.4,16.81,33.05,73.08,28.17,68.12,75.06,36.33,65.1,19.22,52.34,40.76,21.74
2010-08-23,245.8,59.5,464.07,51.14,24.28,14.89,126.47,75.05,77.23,26.49,60.03,58.87,16.1,24.23,25.54,36.88,22.84,34.97,29.41,126.6,18.7,64.82,21.79,38.54,21.68,12.87,55.82,37.4,16.47,32.93,73.34,27.83,67.22,75.57,36.21,65.22,19.23,51.95,40.2,21.63
2010-08-24,239.93,58.94,451.39,51.3,24.04,14.57,124.9,73.78,76.58,26.72,59.66,58.01,15.82,23.64,25.57,36.21,22.41,34.44,29.47,124.53,18.41,64.78,21.66,38.04,21.13,12.64,54.77,37,16.05,32.14,72.72,27.78,65.66,74.02,36.02,63.85,19.28,51.06,39.57,21.31
2010-08-25,242.89,58.91,454.62,51.55,24.1,14.57,125.27,74.07,76.8,26.89,59.67,57.98,15.99,23.6,25.45,36.23,22.42,34.54,29.66,126.85,18.48,64.57,21.81,38.46,21.21,12.66,54.69,36.7,16.36,32.11,73.19,28.33,65.26,72.9,36.04,63.35,19.33,51.84,39.8,21.22
2010-08-26,240.28,58.48,450.98,50.97,23.82,14.5,122.78,73.33,76.37,26.7,59.54,57.8,15.9,23.49,25.34,35.63,22.25,34.48,29.5,124.86,18.18,64.13,21.67,38.28,20.7,12.47,53.46,36.5,16.07,31.94,73.16,28.38,65.05,72.23,35.34,63.43,19.13,50.93,39.73,20.97
2010-08-27,241.62,59.8,458.83,51,23.93,14.71,124.73,74.93,78.78,26.94,59.8,57.6,16.09,24,25.8,36.6,22.51,35,29.84,126.64,18.37,64.12,21.82,38.64,20.81,12.64,55.76,37.5,16.28,32.78,73.99,28.74,66.57,75.42,36.02,64.47,19.07,52.08,40.91,21.66
2010-08-30,242.5,59,452.69,50.55,23.64,14.52,123.4,73.78,77.9,26.63,59.37,57.3,15.86,23.25,25.52,35.85,22.02,34.73,29.44,123.79,17.96,63.6,21.67,38.29,20.32,12.32,54.17,36.6,16.04,32.35,72.74,27.99,65.39,73.79,35.51,63.94,19.06,51.63,39.89,20.71
2010-08-31,243.1,59.11,450.02,50.14,23.47,14.48,123.13,74.08,78.78,27.03,59.67,57.02,15.91,23.55,25.67,36.36,21.85,35.16,29.53,124.83,17.67,64.18,21.6,38.3,19.99,12.46,53.33,37,16.14,32.54,73.06,27.82,65.21,73.08,35.35,63.8,18.89,51.04,39.87,20.8
2010-09-01,250.33,60.91,460.33,51.2,23.9,15.01,125.77,76.77,80.91,27.35,59.8,58.29,16.28,24.66,26.33,37.74,22.62,35.62,30.26,132.49,18.14,64.89,22.01,39.6,20.26,13.21,55.18,38.39,16.93,33.51,74.54,28.67,67.37,76.86,36.45,66.19,19.17,52.59,41.07,21.81
2010-09-02,252.17,61.06,463.18,51.76,23.94,15.15,125.04,77.45,81.19,27.4,60.07,58.61,16.4,25.1,26.36,38.16,22.48,35.35,30.11,135.21,18.28,64.97,22.16,40.02,20.52,13.28,56.42,38.69,17.06,33.91,75.02,29.41,67.44,77.84,36.7,67.12,19.28,52.51,40.88,22.12
2010-09-03,258.77,61.32,470.3,52.04,24.29,15.39,127.58,78,81.61,27.44,60.29,58.93,16.46,25.84,26.44,39.17,22.92,35.59,30.2,138.79,18.43,65.57,22.21,40.38,21.04,13.5,57.37,38.99,17.19,34.67,75.09,29.85,68.26,78.32,37.12,67.64,19.39,52.91,41.8,22.67
2010-09-07,257.81,60.55,464.4,51.86,23.96,15.44,125.95,77.05,80.79,27.27,60.14,58.7,16.33,24.92,26.47,38.28,24.27,35.46,30.22,137.22,18.12,65.48,22.1,40.57,20.58,13.21,57.13,38.19,16.8,33.84,75.8,29.33,67.98,76.45,36.18,67.08,19.55,52.51,40.09,22.23
2010-09-08,262.92,60.75,470.58,51.83,23.93,15.7,126.08,77.25,81.69,27.39,60.37,58.85,16.56,25.22,26.57,39.12,24.14,35.81,30.46,139.14,17.9,65.43,22.09,40.92,20.64,13.37,58.34,38.29,16.91,33.84,76.08,29.45,68.47,77.22,36.62,67.56,19.84,52.94,40.07,22.32
2010-09-09,263.07,61.05,476.18,51.91,24.01,15.91,126.36,77.36,82.31,27.81,60.29,59.82,16.77,25.69,26.78,40.1,24.33,36.08,30.84,140.38,18,66.1,22.37,40.9,20.61,13.5,58.53,38.99,16.97,34.08,74.37,29.41,68.62,77.57,36.9,67.65,19.99,53.79,40.69,22.65
2010-09-10,263.41,61.2,476.14,51.97,23.85,15.98,127.99,78.82,82.72,27.83,60.4,59.98,16.99,25.75,26.88,39.76,25.05,36.65,30.82,142.44,17.97,66.41,22.56,40.42,20.62,13.55,59.31,38.99,17.37,34.15,75.01,29.68,68.89,78.2,36.91,67.76,20.17,54.35,40.19,22.63
2010-09-13,267.04,61,482.27,52.21,25.11,16.25,129.61,79.25,83.34,27.93,60.48,60.32,16.97,26.5,26.86,41.12,25.11,36.22,30.9,145.07,18.56,66.25,22.53,41,21.26,13.95,60.15,39.79,17.38,34.27,74.57,29.99,68.79,78.61,37.34,67.53,20.18,54.4,41.22,23.37
2010-09-14,268.06,61.01,480.43,52.66,25.03,16.16,128.85,79.51,83.05,27.93,60.64,60.58,17.08,26.06,26.66,40.72,25.38,36.52,30.91,145.75,18.74,65.98,22.51,41.11,21.45,13.68,58.85,39.29,16.79,34.05,73.94,29.97,68.72,78.37,37.33,67.45,20.22,54.52,40.38,23.26
2010-09-15,270.22,61,480.64,52.86,25.12,16.34,129.43,79.21,83.48,28.01,61.11,61.05,17.27,26.34,26.58,40.98,25.74,36.51,31.19,145.45,18.72,66.5,22.62,41.98,21.59,13.71,58.19,39.09,17.03,34.21,74.71,29.94,68.27,78.14,37.46,67.66,20.36,55.3,40.85,22.67
2010-09-16,276.57,60.97,481.06,53.15,25.33,16.23,129.67,79.05,83.54,28.11,61.11,61.29,17.17,26.06,26.62,40.99,25.36,36.43,31.42,148.13,18.97,66.61,22.6,41.97,21.93,13.55,58.18,39.59,16.58,34.17,74.8,29.95,68.53,76.45,37.33,66.72,20.18,55.1,40.96,22.7
2010-09-17,275.37,60.78,490.15,53.01,25.22,16.29,130.19,78.46,82.72,28.17,60.97,61.57,17.06,26.01,26.64,40.06,27.48,36.33,31.68,148.32,18.81,66.12,22.61,42.53,21.86,13.4,58.1,39.39,16.65,34.56,74.32,29.89,69.53,76.2,37.26,66.68,20.21,55.22,41.37,22.81
2010-09-20,283.23,61.55,508.28,53.54,25.43,16.55,131.79,79.9,83.51,28.54,61.43,62.09,17.28,26.56,26.83,41.19,27.49,36.54,32.09,151.3,18.93,66.89,22.88,43.01,21.75,13.74,58.84,39.79,17.08,34.9,75.11,30.65,70.37,77.23,38.32,66.9,20.39,55.94,43.12,23.28
2010-09-21,283.77,61.54,513.46,53.57,25.15,16.52,131.98,79.75,83.09,28.61,61.52,61.94,17.14,26.38,26.9,40.59,26.82,36.72,32.32,150.73,19.14,66.46,22.83,43.51,21.64,13.65,59.29,39.29,17.11,34.5,75.51,30.91,70.6,76.92,38.11,66.99,20.52,55.75,42.78,22.87
2010-09-22,287.75,61.45,516,53.82,24.61,16.5,132.57,79.25,82.42,28.59,61.79,61.97,17.22,25.81,26.95,39.94,27.2,36.96,32.39,151.83,19.01,66.66,22.76,43.3,21.67,13.42,58.98,38.69,16.94,33.99,75.13,30.88,70.58,75.94,37.8,67.52,20.52,56.27,42.79,22.52
2010-09-23,288.92,61.15,513.48,53.65,24.43,16.14,131.67,78.54,81.24,28.51,61.22,61.81,17.04,25.04,26.79,39.1,27.12,36.66,32.17,152.85,18.98,65.79,22.59,43.65,21.53,13.17,58.11,37.9,16.91,33.12,74.64,30.84,69.8,74.57,37.23,66.39,20.29,55.72,42.36,21.82
2010-09-24,292.32,61.75,527.29,54.08,24.78,16.66,134.11,80.12,83.32,28.58,61.64,62.14,17.4,25.59,27.13,39.75,26.96,37.34,32.64,160.73,19.42,66.13,22.74,44.55,22.09,13.6,60.64,38.89,17.53,33.58,75.1,31.64,71.5,76.3,38,67.27,20.64,56.32,43.13,22.41
2010-09-27,291.16,61.71,530.41,53.48,24.73,16.43,134.65,80.08,82.87,28.87,61.04,62.03,17.17,25.53,27.12,39.08,26.95,37.13,32.86,159.37,19.24,66.37,22.81,44.59,22.11,13.24,59.86,38.59,17.28,33.29,74.76,31.6,70.91,74.81,37.93,67.08,20.65,55.69,43.44,21.86
2010-09-28,286.86,62.06,527.17,53.82,24.68,16.44,134.89,80.88,83.07,28.92,60.62,62.43,17.43,25.35,27.36,38.95,27.19,37.25,32.72,159.7,19.51,66.78,22.93,44.07,21.86,13.27,60.29,38.69,17.31,33.22,74.63,31.81,71.6,75.51,38.49,67.18,20.81,56,43.69,21.83
2010-09-29,287.37,61.59,527.69,53.35,24.5,16.36,135.48,81.28,82.44,28.71,60.25,62.31,17.4,25.04,27.2,38.41,27.17,37.12,32.66,158.99,19.24,66.75,22.98,44.31,21.87,13.11,61.52,39.09,17.13,33.01,74.45,31.81,71.49,76.63,38.67,66.74,20.85,54.94,43.01,21.67
2010-09-30,283.75,61.79,525.79,53.52,24.49,16.25,134.14,81.05,82.68,28.6,59.97,61.96,17.17,25.12,27.09,38.06,26.85,36.81,32.59,157.06,19.2,66.44,22.87,45.13,21.9,13.1,61.61,38.99,17.06,33.1,74.51,31.68,71.23,78.3,38.72,66.69,20.65,55.11,42.03,21.62
2010-10-01,282.52,62.54,525.62,53.36,24.38,16.36,135.64,81.95,82.71,28.81,60.16,61.75,17.18,25.56,27.36,38.81,27.24,36.6,32.89,153.71,19.32,67,23.02,44.26,21.91,13.3,62.43,40.79,16.82,33.34,74.92,31.82,71.13,80.77,39.01,66.44,20.45,55.51,41.78,21.71
2010-10-04,278.64,62.19,522.35,53.57,23.91,16.1,135.25,81.31,82.11,28.86,59.96,61.67,16.9,25.38,27.25,38.95,26.9,36.52,33.03,155.39,18.87,66.87,22.99,43.89,21.76,13.15,61.2,40.19,16.76,33.14,74.95,31.67,70.53,80.59,38.61,66.12,20.49,55.05,39.05,21.62
2010-10-05,288.94,63.26,538.23,54,24.35,16.51,137.66,83.39,83.43,29.36,60.82,62.8,17.23,26.25,27.61,39.64,27.3,37.02,33.57,160.87,19.15,67.76,23.24,44.26,21.99,13.56,62.96,41.19,17.15,33.83,75.82,31.74,72.51,82.46,39.64,67.88,20.85,56.12,38.28,22.34
2010-10-06,289.19,63.94,534.35,54.56,24.43,16.9,137.84,83.89,83.54,28.62,60.87,63.21,17.26,26.3,27.68,39.9,27.58,37.01,33.36,155.4,19.31,68.11,23.2,44.65,22.3,13.39,63.13,40.89,16.85,33.72,75.56,31.74,72.87,82.93,40.25,67.81,21.01,55.83,38.02,22.41
